source_cui,target_cui
C0030353,
C0030353,
C0030353,C0809997
C0030353,
C0030353,
C0030353,
C0030353,
C0030353,
C0030353,C0155290
C0030353,C0155300
C0030353,C0155300
C0030353,C0155300
C2930835,C0205481
C2930835,C0029127
C0030353,C0029127
C0030353,C0029127
C2930835,C0029132
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0029134,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0029134
C0030353,C0030353
C0030353,C0030353
C0030353,C0030353
C0030353,C0030353
C0030353,C0030353
C0030353,C0030353
C0030353,C0030353
C0030353,C2930835
C0030353,C0030353
